#,LINEARobjectID,LCtype,P,A,stdev,rms,Lchi2pdf,nObs,skew,kurt,CUF
,18465689,1,0.54788,0.55,0.19,0.22,1.157,215,0.07,1.19,1
,18467764,1,0.59329,0.52,0.17,0.19,0.846,228,-0.28,-0.45,1
,18472804,1,0.467611,1.06,0.36,0.48,1.291,210,-0.02,-1.26,1
,18473466,5,0.449215,0.67,0.2,0.15,1.57,243,1.81,2.29,2
,18475097,1,0.429418,0.9,0.3,0.37,2.598,209,-0.99,-0.21,1
,18486944,5,0.328726,0.33,0.1,0.11,0.577,198,0.99,1.56,2
,18489300,5,0.297398,0.44,0.15,0.18,0.652,208,1.07,0.71,1
,18489761,5,0.236495,0.61,0.21,0.21,1.251,115,0.88,-0.58,1
,18492451,4,1.626328,0.57,0.25,0.13,0.524,189,5.62,47.03,2
,18498050,1,0.571666,0.66,0.21,0.26,1.858,221,-0.57,-0.8,2
,18501055,1,0.616419,0.42,0.14,0.16,1.969,132,-0.03,-0.29,1
,18502454,1,0.814111,0.34,0.11,0.13,0.572,224,-0.21,-0.55,2
,18504033,1,0.583694,0.62,0.19,0.22,1.398,223,-0.43,-0.77,1
,18508280,1,0.648367,0.91,0.29,0.3,1.475,199,0.57,0.87,1
,18510465,1,0.562967,0.93,0.31,0.32,0.91,188,0.75,4.15,1
,18512447,4,0.605764,0.46,0.14,0.12,1.058,177,1.49,1.34,2
,18516711,1,0.564978,0.63,0.21,0.24,2.131,126,-0.56,-0.77,1
,18517769,5,0.328562,0.46,0.16,0.19,0.856,67,0.06,-1.03,2
,18522502,2,0.337411,0.47,0.16,0.21,2.311,204,0.17,-1.29,1
,18524508,5,0.268805,0.35,0.17,0.14,1.093,219,3.99,25.89,1
,18525697,1,0.580325,0.77,0.26,0.34,2.459,211,-0.36,-1.18,1
,18527462,5,0.291532,0.44,0.14,0.17,1.163,185,0.64,-0.74,1
,18527878,1,0.589419,0.79,0.25,0.3,2.652,215,-0.99,-0.11,1
,18532220,5,0.384819,0.76,0.23,0.15,2.233,197,2.09,3.36,2
,18533525,1,0.531858,0.74,0.23,0.25,2.012,214,-0.75,-0.44,1
,18535998,2,0.41519,0.36,0.14,0.17,1.625,217,0.43,-0.38,1
,18536264,1,0.589349,0.41,0.13,0.16,1.092,185,-0.19,-0.93,1
,18537828,2,0.347303,0.67,0.22,0.29,1.359,214,-0.15,-1.01,1
,18538813,5,0.30525,0.44,0.14,0.18,2.446,196,0.48,-0.8,1
,18541863,5,0.212385,0.47,0.15,0.15,0.979,151,0.76,0.02,1
,18543464,2,0.32066,0.33,0.11,0.16,1.078,202,0.2,-1.39,1
,18545645,1,0.571066,0.58,0.18,0.2,2.399,144,-0.87,-0.07,1
,18554616,5,0.291851,0.6,0.2,0.24,0.574,193,1.0,1.75,1
,18557434,2,0.260884,0.54,0.16,0.18,0.78,190,-0.2,-0.7,3
,18558776,1,0.53465,0.66,0.23,0.31,2.772,211,-0.44,-1.1,1
,18559228,1,0.642793,0.68,0.23,0.25,2.236,75,-0.38,-0.5,1
,18560875,1,0.682983,0.43,0.15,0.19,1.369,210,-0.04,-1.01,1
,18563582,2,0.338075,0.43,0.14,0.19,1.798,163,0.07,-1.2,2
,18563674,1,0.675276,0.61,0.18,0.19,0.986,86,0.43,-0.3,2
,18564317,2,0.325347,0.39,0.14,0.19,1.803,206,0.3,-1.37,1
,18564689,5,0.271074,0.39,0.14,0.18,1.926,215,0.51,-1.14,1
,18576325,5,0.61919,0.74,0.22,0.17,1.756,181,1.69,1.73,2
,18578027,2,0.368972,0.38,0.14,0.21,1.776,208,0.01,-1.63,1
,18582042,5,0.31001,0.43,0.15,0.19,1.11,180,0.94,1.35,1
,18582286,1,0.57078,0.43,0.14,0.22,2.139,169,-0.4,-1.26,1
,18583276,0,-9.9,0.56,0.3,0.25,1.868,241,3.35,15.53,1
,18587428,5,0.237274,0.64,0.22,0.26,1.367,188,0.64,-0.86,1
,18590945,1,0.6095,0.73,0.24,0.31,0.925,165,-0.26,-0.95,1
,18592513,4,0.993652,0.42,0.15,0.09,1.446,195,2.97,9.82,1
,18593018,5,0.356704,0.44,0.16,0.21,1.321,98,0.19,-1.38,1
,18594728,5,0.31578,0.34,0.11,0.12,1.918,186,0.47,-0.57,1
,18595098,4,0.276612,0.38,0.12,0.08,1.111,179,1.46,2.59,1
,18601264,1,0.615908,0.83,0.26,0.27,1.271,134,-0.91,-0.03,1
,18602420,1,0.630406,0.42,0.13,0.17,2.142,182,-0.14,-1.19,1
,18612093,1,0.620499,0.7,0.23,0.31,2.201,181,-0.33,-1.06,1
,18612099,2,0.277092,0.37,0.13,0.17,1.609,107,0.3,-1.31,1
,18616226,2,0.382205,0.5,0.15,0.18,1.047,188,0.18,-0.75,1
,18616864,1,0.623759,0.45,0.17,0.17,1.12,125,-0.77,2.23,2
,18619518,5,1.090924,0.62,0.21,0.15,0.95,210,2.32,5.9,2
,18623739,5,0.294236,0.67,0.21,0.22,1.007,205,1.11,0.26,1
,18624867,0,-9.9,0.98,0.31,0.27,1.734,137,-0.75,1.17,1
,18645240,1,0.473483,1.03,0.34,0.42,1.69,192,-0.72,-0.73,1
,18646292,1,0.691036,0.45,0.16,0.2,2.041,187,-0.32,-1.24,1
,18647013,5,0.610971,0.53,0.16,0.15,0.667,170,1.35,1.59,2
,18648053,4,0.683796,0.57,0.19,0.09,0.479,211,2.95,10.01,1
,18648492,5,0.308278,0.76,0.25,0.26,2.29,170,1.24,0.28,1
,18649437,5,0.340455,0.41,0.13,0.14,0.529,198,1.02,0.84,1
,18649711,2,0.332975,0.46,0.15,0.2,1.083,167,-0.13,-1.2,1
,18654943,5,0.35255,0.52,0.16,0.12,1.024,104,1.64,2.25,1
,18656001,5,0.353872,0.35,0.11,0.14,1.114,187,0.22,-1.16,1
,18656286,1,0.599701,0.58,0.19,0.17,0.947,186,-1.06,1.64,2
,18657066,4,1.530646,0.38,0.15,0.06,0.953,161,3.08,10.29,1
,18657652,1,0.536067,0.76,0.25,0.3,1.424,174,-0.36,-0.5,1
,18668327,2,0.335981,0.41,0.14,0.18,0.993,256,-0.02,-1.31,2
,18670733,1,0.631212,0.56,0.16,0.16,1.411,203,-0.85,0.64,1
,18673762,1,0.593474,0.73,0.21,0.22,2.13,192,-0.89,-0.02,1
,18675018,1,0.565119,0.61,0.2,0.17,2.205,172,-1.5,1.86,1
,18676834,5,0.285328,0.75,0.24,0.28,0.867,219,0.74,-0.68,1
,18682363,1,0.550248,0.76,0.25,0.3,1.501,226,-0.73,-0.52,1
,18685506,1,0.651415,0.72,0.2,0.2,0.829,234,-0.72,0.62,1
,18687528,5,0.333942,0.74,0.21,0.23,1.101,217,0.78,0.47,1
,18687637,1,0.493592,0.72,0.23,0.26,1.101,210,-0.45,-0.41,1
,18688625,2,0.287005,0.41,0.13,0.17,0.586,231,0.24,-0.7,1
,18691568,5,0.392326,0.41,0.13,0.15,0.554,211,0.27,-0.52,1
,18695200,1,0.602288,0.71,0.24,0.33,2.309,225,-0.24,-1.21,1
,18702507,5,0.63752,0.72,0.23,0.13,1.712,169,2.83,8.21,2
,18704088,1,0.461925,0.63,0.19,0.15,2.24,179,-0.85,1.59,3
,18708066,1,0.598111,0.85,0.27,0.33,2.912,177,-0.87,-0.39,1
,18708328,6,0.060671,0.37,0.13,0.17,2.214,234,-0.88,-0.42,1
,18708980,1,0.627411,0.64,0.21,0.24,0.946,209,-0.23,-0.43,1
,18709369,4,3.1422,0.38,0.12,0.06,1.743,232,3.31,10.29,3
,18709742,1,0.538911,0.6,0.2,0.22,1.787,142,-0.94,0.01,1
,18710183,1,0.543826,0.65,0.21,0.22,0.913,122,-0.09,-0.65,1
,18711041,5,0.409969,0.37,0.12,0.17,1.634,224,0.41,-1.16,1
,18715509,1,0.750591,0.46,0.14,0.16,2.505,194,0.04,-0.78,1
,18719371,5,0.335551,0.54,0.18,0.25,2.503,217,0.58,-1.0,1
,18719544,5,0.325895,0.48,0.16,0.2,2.303,189,0.47,-1.15,1
,18720940,4,0.688302,0.41,0.12,0.07,0.673,205,2.52,8.04,2
,18724144,1,0.65417,0.7,0.21,0.25,2.26,205,-0.69,-0.51,1
,18727924,2,0.343659,0.34,0.11,0.14,0.609,218,0.32,-0.76,1
,18728278,5,0.243973,0.65,0.21,0.23,0.654,225,0.88,0.3,1
,18735146,5,0.381265,0.39,0.13,0.17,1.482,211,0.38,-1.01,1
,18740506,1,0.635808,0.38,0.13,0.16,1.98,177,-0.41,-1.11,1
,18743802,1,0.524325,0.66,0.21,0.23,2.489,120,-0.46,-0.59,1
,18744546,1,0.587016,0.84,0.26,0.29,1.275,196,0.15,-0.07,1
,18745455,1,0.570039,0.57,0.24,0.22,1.779,203,3.69,34.55,1
,18748168,5,0.262649,0.56,0.19,0.23,2.406,190,0.68,-0.62,1
,18748471,5,0.461095,0.46,0.15,0.19,1.32,83,0.11,-1.19,1
,18750906,1,0.539463,0.8,0.26,0.26,1.098,199,-0.45,-0.58,1
,18752642,5,0.287773,0.49,0.17,0.22,1.932,186,0.47,-1.17,1
,18756673,5,0.275024,0.68,0.21,0.19,0.611,213,0.5,0.95,2
,18757298,1,0.517443,0.88,0.26,0.26,2.775,127,-0.87,-0.18,1
,18757493,5,0.75257,0.37,0.12,0.1,1.897,110,1.25,0.62,1
,18759849,2,0.310639,0.41,0.15,0.21,1.275,142,-0.17,-1.57,1
,18762473,5,0.260628,0.53,0.17,0.19,0.917,213,0.63,-0.72,1
,18763325,1,0.675849,0.66,0.22,0.28,1.06,213,-0.33,-1.1,1
,18767447,2,0.304692,0.37,0.13,0.15,1.046,212,0.27,0.37,2
,18769661,1,0.636099,0.88,0.27,0.28,1.153,185,-0.52,-0.48,1
,18772329,1,0.546393,0.67,0.21,0.23,0.713,245,-0.12,-0.33,1
,18772490,1,0.518189,0.82,0.26,0.27,2.464,240,-0.64,-0.44,1
,18773074,1,0.699305,0.58,0.19,0.24,1.393,188,0.08,-1.09,2
,18773211,2,0.402513,0.4,0.16,0.19,1.639,201,0.48,0.47,1
,18777589,5,0.257683,0.34,0.15,0.13,0.803,190,3.26,21.16,1
,18783106,2,0.340206,0.41,0.14,0.2,1.501,147,0.07,-1.41,2
,18784637,1,0.5496,0.54,0.18,0.22,2.331,153,-1.07,0.28,1
,18786504,1,0.538388,0.91,0.28,0.28,1.21,197,-0.53,-0.07,1
,18788000,1,0.621668,0.79,0.25,0.27,1.856,146,-0.71,-0.58,1
,18789546,1,0.705449,0.29,0.1,0.13,1.546,184,0.01,-0.98,1
,18792797,1,0.561062,0.75,0.24,0.29,1.994,211,-0.95,-0.09,1
,18794648,1,0.596305,0.55,0.17,0.21,1.204,193,-0.36,-0.78,1
,18796691,1,0.456877,0.88,0.29,0.29,1.962,218,-1.16,0.44,1
,18799785,5,0.476074,0.67,0.24,0.2,1.733,190,2.43,8.43,2
,18803497,2,0.291453,0.43,0.15,0.19,2.423,236,-0.17,-0.95,1
,18806741,7,148.431793,1.03,0.33,0.39,3.059,209,0.51,-0.94,1
,18811128,1,0.663147,0.39,0.14,0.2,1.545,70,-0.1,-1.44,1
,18814120,5,0.401582,0.55,0.15,0.12,0.705,206,1.71,3.65,1
,18825401,5,0.265992,0.35,0.11,0.14,0.55,221,0.17,-0.86,1
,18828690,5,0.286134,0.5,0.17,0.22,1.093,178,0.34,-0.87,1
,18833036,1,0.502778,0.83,0.25,0.24,2.36,220,-1.18,0.32,1
,18833436,1,0.571956,0.74,0.23,0.29,1.462,230,-0.91,-0.33,1
,18835631,1,0.532466,0.79,0.25,0.32,1.785,224,-0.77,-0.57,1
,18836175,1,0.544029,0.78,0.25,0.29,1.596,212,-0.59,-0.5,1
,18837551,1,0.497667,0.79,0.25,0.3,1.809,204,-0.65,-0.57,1
,18839706,5,0.267745,0.34,0.11,0.13,1.329,137,0.96,-0.05,1
,18842335,1,0.47571,0.75,0.24,0.31,1.915,223,-0.69,-0.85,1
,18847366,1,0.595376,0.7,0.23,0.28,1.191,229,-0.38,-0.95,1
,18857359,1,0.633054,0.54,0.18,0.2,0.824,218,-0.21,-0.38,1
,18861334,2,0.377389,0.52,0.17,0.2,0.924,204,-0.17,-0.73,1
,18863221,2,0.34101,0.37,0.13,0.17,1.26,163,-0.39,-1.23,1
,18863594,2,0.296709,0.44,0.16,0.23,1.831,211,0.05,-1.53,1
,18870159,1,0.531437,0.79,0.26,0.3,0.938,205,-0.34,-0.53,1
,18870268,1,0.589836,0.73,0.23,0.26,1.681,202,-0.48,-0.88,1
,18870395,2,0.323498,0.56,0.19,0.23,0.611,227,0.23,-1.02,2
,18871979,5,0.305509,0.6,0.18,0.2,0.57,212,0.32,-0.21,2
,18875199,1,0.634381,0.71,0.23,0.28,1.223,228,-0.63,-0.15,1
,18875920,1,0.559542,0.89,0.3,0.38,1.098,197,-0.5,-1.04,1
,18876041,5,0.306153,0.38,0.13,0.16,0.657,239,0.55,-0.45,1
,18879643,7,139.805313,2.2,0.71,0.74,2.915,187,0.62,0.83,1
,18881768,5,0.236735,0.63,0.22,0.22,1.106,186,1.24,2.2,1
,18886854,5,0.34393,0.52,0.17,0.21,0.869,217,0.84,-0.49,1
,18892285,1,0.535377,0.74,0.25,0.23,2.127,75,-1.23,0.49,2
,18893679,5,0.682499,0.32,0.13,0.12,1.424,223,2.69,13.88,1
,18895805,4,0.980204,0.5,0.14,0.08,0.791,217,2.32,5.1,2
,18899519,1,0.498845,0.57,0.18,0.19,0.989,102,-1.01,0.42,2
,18902220,0,-9.9,0.34,0.1,0.09,1.455,163,0.88,1.91,1
,18903377,5,0.25725,0.52,0.2,0.17,1.952,159,2.17,5.16,1
,18904953,0,0.363715,0.39,0.13,0.14,2.01,160,0.77,0.89,1
,18905477,0,0.363718,0.34,0.11,0.12,1.17,154,0.33,-0.43,1
,18906664,0,-9.9,0.74,0.22,0.2,0.753,201,0.81,2.27,1
,18907145,5,0.414906,0.34,0.11,0.11,0.633,177,1.15,0.89,2
,18908696,0,0.36372,0.48,0.15,0.14,0.738,168,-0.38,2.02,2
,18908764,1,0.550926,0.42,0.28,0.16,1.368,209,4.05,20.68,2
,18909027,2,0.27718,0.46,0.15,0.21,1.627,135,0.06,-1.23,1
,18909126,5,0.363717,0.47,0.15,0.16,0.566,182,0.35,-0.07,1
,18909537,5,0.290609,0.38,0.13,0.17,0.871,177,0.29,-0.95,1
,18910611,0,-9.9,0.44,0.14,0.15,1.644,155,0.39,-0.41,1
,18912216,2,0.346902,0.37,0.13,0.16,1.92,191,-0.16,-1.34,1
,18912516,5,0.247837,0.56,0.18,0.22,1.072,173,0.57,-0.69,1
,18914977,0,0.363718,0.48,0.16,0.15,0.576,186,-0.38,2.69,1
,18915042,1,0.611509,0.61,0.19,0.21,0.66,230,-0.29,-0.5,1
,18915870,0,0.363718,0.57,0.17,0.15,0.528,176,-0.78,3.29,1
,18915904,5,0.244969,0.54,0.17,0.18,0.852,240,0.06,-0.05,1
,18918453,0,0.363716,0.33,0.1,0.11,1.419,199,0.41,0.01,1
,18919173,0,0.363718,0.4,0.13,0.14,2.157,194,0.62,0.31,1
,18920822,5,0.314207,0.69,0.22,0.23,0.547,176,1.09,0.73,1
,18923259,1,0.537999,0.67,0.21,0.2,1.739,184,-1.18,0.79,1
,18925965,4,1.254873,1.28,0.4,0.13,1.093,242,2.11,3.17,2
,18926898,2,0.268555,0.25,0.14,0.1,1.07,248,4.08,22.17,5
,18929915,1,0.751256,0.57,0.2,0.24,2.295,75,0.19,-1.41,2
,18932241,1,0.511843,0.49,0.16,0.18,1.572,128,-1.19,0.05,2
,18935889,1,0.545227,0.61,0.21,0.21,1.004,236,-0.65,0.32,1
,18945850,1,0.585194,0.99,0.34,0.44,2.007,185,-0.45,-1.02,1
,18953192,4,0.467358,0.52,0.16,0.14,1.378,166,1.53,1.5,1
,18954289,5,0.2765,0.69,0.23,0.27,2.123,180,0.88,-0.41,1
,18955805,5,0.351165,0.34,0.11,0.12,0.616,201,0.41,-0.28,2
,18958894,5,0.291586,0.66,0.22,0.26,2.695,175,0.74,-0.65,1
,18962190,5,0.274775,0.56,0.18,0.2,1.718,219,0.88,-0.37,1
,18974055,1,0.628686,0.46,0.15,0.19,1.349,189,-0.21,-1.15,1
,18977673,5,0.288358,0.35,0.11,0.12,0.594,129,0.39,-0.38,2
,18980586,1,0.591474,0.58,0.19,0.23,0.917,183,-0.09,-0.98,1
,18989676,1,0.595321,0.38,0.13,0.16,1.093,62,-0.66,-0.85,1
,18997169,5,0.411941,0.38,0.12,0.15,1.047,189,0.59,-0.73,1
,18997392,1,0.584559,0.74,0.23,0.27,0.932,203,-0.13,-0.5,1
,18998051,2,0.272484,0.33,0.11,0.12,2.228,166,-0.43,-0.82,1
,19001200,5,0.329585,0.52,0.18,0.26,2.328,150,0.31,-1.38,1
,19003918,5,0.397655,0.51,0.17,0.22,0.817,183,0.5,-0.76,1
,19004383,0,-9.9,0.37,0.11,0.14,0.907,181,0.35,-0.57,1
,19006702,1,0.617634,0.95,0.29,0.3,1.714,182,-0.65,-0.44,1
,19008047,5,0.373482,0.54,0.19,0.26,1.422,180,0.26,-1.29,1
,19008895,2,0.296029,0.48,0.16,0.19,0.689,167,0.14,-0.99,2
,19012211,1,0.659358,0.65,0.2,0.23,0.807,190,-0.25,-0.47,1
,19013715,1,0.612458,0.65,0.2,0.23,1.29,215,-0.92,0.28,1
,19013854,1,0.534077,0.7,0.22,0.25,1.495,183,-0.71,-0.32,1
,19022038,5,0.284479,0.68,0.23,0.29,1.659,216,0.62,-0.99,1
,19024518,2,0.355837,0.38,0.12,0.15,0.938,199,-0.05,-0.98,1
,19029359,5,0.300822,0.36,0.12,0.14,0.492,211,0.77,-0.2,1
,19030478,4,0.305943,0.7,0.2,0.17,1.903,198,1.97,2.94,1
,19030974,1,0.703467,0.79,0.24,0.26,0.758,198,0.11,-0.54,2
,19031733,5,0.297192,0.71,0.25,0.32,1.116,206,0.58,-1.09,1
,19033183,1,0.478283,0.83,0.26,0.32,1.258,202,-0.54,-0.73,2
,19036607,2,0.372274,0.49,0.16,0.2,0.753,184,0.14,-1.09,1
,19038039,2,0.349805,0.59,0.25,0.19,0.901,204,3.2,16.24,2
,19038609,4,0.781102,0.56,0.19,0.11,0.768,79,1.62,1.72,2
,19039319,5,0.354423,0.34,0.11,0.14,1.885,222,0.46,-0.69,1
,19043737,5,0.252771,0.47,0.16,0.17,0.82,127,0.47,-0.15,2
,19049888,5,0.395428,0.36,0.11,0.1,1.005,224,1.43,1.23,1
,19052173,2,0.324479,0.36,0.12,0.15,1.143,154,0.63,-0.76,1
,19056855,5,0.355899,0.31,0.16,0.1,1.147,126,4.8,32.77,1
,19061592,1,0.704214,0.44,0.15,0.18,0.678,205,0.53,0.28,2
,19063684,1,0.612989,0.68,0.22,0.26,1.926,207,-0.5,-0.68,1
,19065176,5,0.305185,0.45,0.15,0.18,0.834,202,0.56,-0.37,1
,19070350,1,0.538445,0.74,0.23,0.25,1.705,163,-0.56,-0.45,2
,19077652,1,0.428249,0.6,0.19,0.23,0.907,204,-0.22,-0.88,2
,19078246,5,0.911381,0.49,0.14,0.13,1.897,204,1.33,0.77,1
,19082421,1,0.562383,0.75,0.24,0.28,1.497,210,-0.59,-0.75,1
,19087020,5,0.306988,0.43,0.16,0.19,2.067,190,0.88,1.0,1
,19094718,5,0.236804,0.43,0.13,0.16,2.263,173,0.91,-0.28,1
,19097115,5,0.267674,0.85,0.27,0.25,1.005,188,1.29,1.01,1
,19100907,1,0.674652,0.6,0.19,0.21,0.693,214,-0.26,-0.71,1
,19102362,4,0.715003,0.47,0.14,0.1,0.593,191,1.94,3.82,2
,19105307,1,0.498043,0.87,0.28,0.35,1.63,219,-0.51,-0.7,1
,19112080,1,0.495928,0.96,0.29,0.25,1.819,200,-1.35,0.8,1
,19115211,1,0.747943,0.56,0.18,0.22,1.741,236,-0.56,-0.91,1
,19116910,5,0.308976,0.78,0.27,0.25,1.222,221,1.95,6.3,1
,19119847,6,0.080278,0.32,0.11,0.12,1.015,173,0.35,0.05,1
,19121312,5,0.293574,0.56,0.18,0.24,0.875,233,0.38,-0.96,1
,19123768,5,0.252086,0.68,0.22,0.25,0.921,225,0.89,0.03,1
,19134067,2,0.348943,0.59,0.2,0.23,0.641,209,0.76,1.28,1
,19140374,4,0.613026,0.47,0.15,0.09,0.931,198,2.42,5.8,2
,19144173,5,0.276004,0.62,0.21,0.27,1.047,208,0.69,-0.79,1
,19154719,4,0.993256,0.54,0.2,0.11,0.901,199,3.38,13.08,1
,19154958,4,1.012842,0.38,0.11,0.06,1.751,196,1.94,3.12,2
,19156959,1,0.517356,0.91,0.27,0.24,2.34,103,-1.13,0.24,1
,19158666,1,0.611379,0.47,0.15,0.16,0.852,187,0.1,0.52,1
,19158769,2,0.41,0.36,0.12,0.16,1.413,194,-0.14,-1.29,1
,19161465,1,0.729094,0.69,0.23,0.22,0.963,164,0.2,2.63,1
,19174202,0,-9.9,0.42,0.15,0.18,0.491,164,0.46,-0.33,1
,19175542,5,0.243444,0.41,0.14,0.17,0.862,154,0.68,0.21,1
,19177141,5,0.261466,0.47,0.16,0.2,0.681,144,0.23,-0.79,1
,19177148,5,0.396882,0.6,0.2,0.26,1.499,239,0.87,-0.5,1
,19182507,6,0.051296,0.63,0.19,0.2,2.737,160,-0.32,0.34,1
,19190749,5,0.242756,0.81,0.26,0.29,0.705,219,0.78,-0.42,1
,19191253,2,0.288157,0.48,0.17,0.23,1.293,217,-0.11,-1.37,1
,19196638,5,0.367552,0.36,0.11,0.14,0.879,219,0.15,-1.01,1
,19203146,1,0.549667,0.89,0.27,0.3,1.367,210,-0.62,-0.55,1
,19207944,1,0.493512,1.03,0.34,0.39,1.409,215,-0.69,-0.68,1
,19210556,1,0.494021,0.99,0.32,0.37,1.779,160,-0.88,-0.37,1
,19211844,5,0.368348,0.7,0.22,0.21,0.637,205,1.08,0.73,1
,19213587,5,0.306277,0.46,0.16,0.21,1.091,210,0.61,-0.68,1
,19214193,1,0.676358,0.34,0.11,0.12,0.499,208,-0.15,-0.49,1
,19219665,5,0.236365,0.71,0.23,0.27,2.222,206,0.77,-0.72,1
,19224554,1,0.69571,0.76,0.24,0.23,1.664,210,-0.49,-0.07,1
,19224568,1,0.73043,0.57,0.18,0.22,1.459,204,-0.02,-0.87,2
,19224720,1,0.564218,0.81,0.25,0.25,1.147,177,-0.21,-0.38,2
,19226503,1,0.499496,0.77,0.24,0.29,2.479,217,-0.87,-0.17,1
,19231719,5,0.312744,0.8,0.26,0.27,2.503,199,0.94,-0.33,1
,19237903,5,0.248638,0.85,0.28,0.37,1.222,223,0.69,-0.7,1
,19240781,5,0.309623,0.54,0.17,0.19,1.646,225,0.81,-0.47,1
,19248141,5,0.273678,0.77,0.25,0.32,1.774,219,0.67,-0.86,1
,19252551,5,0.291549,0.8,0.25,0.27,0.551,175,0.89,0.24,1
,19256871,1,0.493509,0.9,0.28,0.33,1.045,173,-0.52,-0.45,1
,19260165,1,0.441875,0.9,0.28,0.28,2.822,153,-0.58,0.28,1
,19261207,1,0.978152,0.75,0.23,0.25,2.327,177,-0.99,-0.01,2
,19261308,0,-9.9,0.77,0.23,0.21,1.18,75,-0.85,-0.13,1
,19261782,2,0.336636,0.35,0.12,0.15,1.662,184,0.21,-0.26,1
,19263617,1,0.777662,0.38,0.13,0.14,1.485,113,0.31,-0.25,2
,19277745,2,0.381798,0.31,0.1,0.12,0.502,193,0.14,-0.1,2
,19285511,5,0.253449,0.6,0.2,0.25,0.798,220,0.75,-0.55,1
,19292118,5,0.402839,0.38,0.12,0.14,2.22,181,0.56,-0.76,2
,19292869,1,0.532969,0.61,0.2,0.23,1.1,158,-0.55,-0.82,1
,19293430,2,0.294916,0.52,0.18,0.23,0.966,217,0.11,-1.05,1
,19296451,1,0.518959,0.88,0.27,0.27,1.474,150,-0.99,0.24,1
,19299055,0,-9.9,0.47,0.15,0.15,0.481,192,-0.44,1.71,1
,19299253,5,0.293276,0.72,0.24,0.27,2.602,207,1.15,0.23,1
,19299502,1,0.635779,0.37,0.12,0.14,1.637,56,-0.3,-1.06,2
,19304486,5,0.583959,0.57,0.2,0.08,1.296,179,3.34,12.05,1
,19308940,1,0.534468,0.53,0.19,0.23,1.134,196,-0.49,-0.83,2
,19318150,5,0.784195,0.49,0.14,0.08,1.008,160,2.18,4.18,1
,19321158,5,0.315725,0.43,0.14,0.17,0.912,161,0.69,0.79,1
,19327028,5,0.301918,0.53,0.19,0.24,1.662,84,0.61,-1.19,1
,19328398,1,0.529948,0.76,0.24,0.25,1.148,209,-0.64,0.44,1
,19333021,1,0.584461,0.73,0.24,0.31,1.026,215,-0.4,-1.11,1
,19335726,5,0.481182,0.39,0.11,0.09,0.95,190,1.91,3.74,1
,19337929,1,0.639158,0.5,0.16,0.12,1.012,57,-0.37,-0.25,1
,19338009,5,0.268501,0.41,0.13,0.15,0.707,149,0.58,0.21,1
,19339041,1,0.613424,0.91,0.29,0.36,2.775,208,-0.67,-0.79,1
,19339109,5,0.351864,0.56,0.19,0.21,0.919,200,0.82,-0.41,1
,19343622,5,0.276455,0.6,0.2,0.22,1.081,134,1.1,0.2,1
,19343889,1,0.60972,0.8,0.25,0.29,1.798,205,-0.67,-0.66,1
,19356745,1,0.549456,0.86,0.27,0.33,1.965,233,-0.42,-0.95,1
,19358765,5,0.313498,0.43,0.15,0.18,2.287,193,0.65,-0.72,1
,19372092,1,0.601372,0.51,0.16,0.16,0.846,193,-0.7,0.11,2
,19373671,1,0.637289,0.33,0.12,0.15,1.918,229,0.2,-0.18,1
,19374553,5,0.205619,0.33,0.12,0.13,1.148,49,0.7,0.61,1
,19375775,5,0.245076,0.46,0.14,0.14,1.184,202,1.23,0.97,1
,19378602,1,0.657496,0.67,0.21,0.22,1.128,229,-0.46,-0.23,1
,19379140,1,0.569683,0.58,0.19,0.22,1.384,153,-0.61,-0.62,1
,19384502,1,0.545439,0.8,0.25,0.28,1.062,204,-0.47,-0.64,1
,19403325,1,0.656846,0.75,0.23,0.29,1.043,236,-0.42,-0.74,1
,19408994,1,0.649755,0.82,0.38,0.33,1.512,217,3.16,18.59,1
,19409771,1,0.570838,0.71,0.23,0.26,2.066,217,-0.61,-0.45,2
,19411836,1,0.518648,0.78,0.26,0.28,1.782,150,-0.4,-0.83,1
,19415071,1,0.821238,0.31,0.1,0.13,1.541,222,0.23,-0.48,2
,19416283,0,-9.9,0.33,0.1,0.11,0.645,204,0.41,0.22,1
,19417429,5,0.408249,0.38,0.13,0.17,1.326,209,0.22,-1.25,1
,19418755,1,0.698048,0.71,0.23,0.25,0.955,206,0.31,-0.28,1
,19420546,1,0.556641,0.82,0.26,0.33,1.373,228,-0.06,-1.11,1
,19421081,5,0.272746,0.45,0.14,0.14,2.179,89,0.85,-0.43,1
,19424886,5,0.262419,0.41,0.13,0.13,2.037,107,1.16,0.38,1
,19427328,1,0.577116,0.99,0.31,0.29,2.671,155,-0.85,-0.39,1
,19431073,1,0.528105,0.93,0.31,0.35,1.573,215,-0.69,-0.61,1
,19432871,5,0.382286,0.52,0.17,0.2,1.305,199,0.62,-0.83,1
,19434679,5,0.292894,0.45,0.15,0.2,0.869,137,0.38,-1.16,1
,19435924,1,0.610986,0.88,0.28,0.31,1.793,160,-0.27,-0.45,1
,19443517,5,0.244768,0.74,0.24,0.26,0.708,254,0.96,0.59,1
,19448961,2,0.335897,0.48,0.15,0.19,0.855,251,-0.17,-0.73,1
,19454934,4,3.40246,0.33,0.19,0.15,1.871,248,3.54,13.98,1
,19457238,1,0.61464,0.49,0.15,0.19,1.506,216,-0.28,-1.04,1
,19457818,5,0.265556,0.83,0.25,0.25,0.731,220,0.9,0.38,1
